"","X.2","Longitude","Latitude","X.1","X","wkd_day_value","wnd_day_value","wkd_night_value","wnd_night_value","radiation","nightlight_450","nightlight_4950","nightlight_3150","nightlight_900","elevation","industry_1000","industry_100","industry_25","industry_3000","industry_300","industry_5000","industry_500","industry_50","population_1000","population_3000","population_5000","road_class_1_1000","road_class_1_100","road_class_1_25","road_class_1_3000","road_class_1_300","road_class_1_5000","road_class_1_500","road_class_1_50","road_class_2_1000","road_class_2_100","road_class_2_25","road_class_2_3000","road_class_2_300","road_class_2_5000","road_class_2_500","road_class_2_50","road_class_3_1000","road_class_3_100","road_class_3_25","road_class_3_3000","road_class_3_300","road_class_3_5000","road_class_3_500","road_class_3_50","temperature_2m_10","temperature_2m_11","temperature_2m_12","temperature_2m_1","temperature_2m_2","temperature_2m_3","temperature_2m_4","temperature_2m_5","temperature_2m_6","temperature_2m_7","temperature_2m_8","temperature_2m_9","trop_mean_filt","wind_speed_10m_10","wind_speed_10m_11","wind_speed_10m_12","wind_speed_10m_1","wind_speed_10m_2","wind_speed_10m_3","wind_speed_10m_4","wind_speed_10m_5","wind_speed_10m_6","wind_speed_10m_7","wind_speed_10m_8","wind_speed_10m_9","mean_value","Countrycode","AirQualityStation","Altitude","MeasurementType","AirQualityStationType","AirQualityStationArea","EquivalenceDemonstrated","MeasurementEquipment","InletHeight","BuildingDistance","KerbDistance","rf10f_pre","xgb10f_pre","lasso10f_pre","rf_all_pre","xgb_all_pre","lasso_all_pre"
"100",100,6.867744,49.254344,4672,4762,21.443365976497,16.6289528432733,16.1667352941176,15.4924393203883,3.094011,14.494258,6.166772,10.154084,15.222619,193.808548,116790,0,0,1277295,0,1513935,0,0,4655.54834,25764.066406,65968.609375,4481.648438,0,0,20430.15625,0,29762.972656,0,0,3181.853271,0,0,10561.191406,0,14636.357422,642.345093,0,29938.222656,471.123352,90.6371,119951.78125,2665.150391,339494.53125,7693.591797,191.748032,11.757738,5.602695,3.309162,-1.111627,4.75987,8.250197,8.572858,15.302721,19.946898,19.86762,19.34515,13.518926,400.702789,2.861948,2.840238,3.557973,2.917029,3.27373,3.457297,2.374887,2.418382,2.89588,2.764196,2.323639,2.556587,18.7032393452108,"DE","STA.DE_DESL017",189,"automatic","background","urban","ref","",3.4,-999,-999,20.4204202429423,18.2374973297119,20.4204202429423,19.5312894573212,18.184986114502,20.262833667929
"101",101,6.873818,50.876179,4525,4615,21.4317353453279,13.9502731847592,20.7062951956414,16.2970951792336,2.937792,10.12282,8.863379,9.97262,9.880939,94.387344,3825,0,0,1254855,0,2263635,0,0,3553.601807,30831.421875,90320.085938,0,0,0,0,0,35708.980469,0,0,1595.473267,0,0,6206.163574,0,17495.359375,0,0,25087.052734,374.455566,51.211971,137964,3254.803223,280234.71875,7466.105957,123.172867,12.890024,6.576575,4.203722,-0.317219,5.232884,8.601759,8.101571,15.084319,18.955229,19.09586,18.416161,14.039327,734.605042,3.622671,2.974219,3.71289,2.917573,3.57843,3.434904,2.74288,2.445822,2.907478,2.725696,2.379564,2.769125,19.3449577394757,"DE","STA.DE_DENW058",92,"automatic","industrial","suburban","ref","",3.6,-999,-999,23.08211551457,20.9343948364258,23.08211551457,19.7556853170395,19.9745941162109,22.9837606415259
"102",102,6.874469,51.862042,4656,4746,19.8884642032332,13.2308062234795,19.9135496558505,17.5772660996355,2.866945,2.629953,1.471397,2.763113,2.711354,46.234322,262905,2550,0,696660,37740,742305,78285,0,3033.947754,16277.043945,26475.316406,0,0,0,7553.274414,0,22992.609375,0,0,0,0,0,4933.765625,0,12342.303711,0,0,10056.633789,445.096985,61.57412,88095.359375,1454.756226,177637.15625,2900.884277,114.401199,13.043608,6.617959,4.115901,0.276805,4.805243,8.370485,8.336208,15.19226,18.717142,18.693411,18.266762,14.076777,572.783752,3.716356,2.969879,3.5203,2.647584,3.489409,3.114526,2.759661,2.554666,3.036167,2.595703,2.386746,2.664873,18.4061974954654,"DE","STA.DE_DENW081",44,"automatic","background","rural-nearcity","ref","",3.5,-999,-999,18.0216405479569,18.9268112182617,18.0216405479569,18.3035584249496,18.6024417877197,17.6435202803638
"103",103,6.884571,51.019338,4790,4880,24.3205811623246,16.6641502808989,25.2907915437561,22.1515815085158,2.925414,9.526884,8.13526,6.415389,8.984589,47.380222,0,0,0,81600,0,1775310,0,0,6179.833984,43045.660156,108202.421875,5215.240234,0,0,39773.859375,0,81858.601562,0,0,806.916016,0,0,7416.766602,0,13520.876953,0,0,24739.992188,303.972778,23.965338,142315.703125,2455.181152,292475.6875,7182.97168,147.547104,13.102682,6.754905,4.336642,-0.23726,5.411011,8.816853,8.397445,15.452671,19.294579,19.319771,18.658792,14.34101,894.30188,3.647018,2.951436,3.673395,2.923124,3.601974,3.447334,2.783352,2.544597,3.013985,2.761773,2.435508,2.830511,22.8866444515549,"DE","STA.DE_DENW053",46,"automatic","background","urban","ref","",3.5,-999,-999,25.3558824177637,23.9592208862305,25.3558824177637,23.2698070297241,22.9221324920654,26.3573799168964
"104",104,6.933333,52.876667,3653,3721,10.6058484257453,7.46624826629682,11.8927837573385,10.7386519607843,2.775639,0.327195,0.340444,0.242751,0.381386,10.592728,255,0,0,255,255,59415,255,0,559.421448,2085.095703,7655.095703,0,0,0,0,0,0,0,0,0,0,0,0,0,7674.111328,0,0,5264.65625,0,0,17129.404297,0,71818.703125,0,0,12.854901,6.764548,3.979133,0.540273,4.005058,7.595402,8.060267,14.202801,17.220657,17.444307,17.247822,13.675713,362.986115,4.741276,3.802156,4.376656,3.236468,4.441487,3.716752,3.630862,3.257829,3.53705,3.075537,3.061539,3.275147,10.326890477662,"NL","STA-NL00929",10,"automatic","background","rural","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/andersenFH62IR",3,-999,-999,10.690012816135,11.071888923645,10.690012816135,10.3853716511726,10.3903026580811,10.772163326765
"105",105,6.948776,49.244247,4498,4588,25.9846483516484,17.9217074829932,17.7577355769231,16.1001666666667,3.091113,14.275436,8.012127,9.150832,13.913256,214.729965,135150,0,0,289170,0,1017705,0,0,8254.898438,38914.292969,90598.03125,2896.296143,0,0,20927.451172,0,59285.445312,0,0,2224.605713,0,0,19878.166016,0,40099.269531,1090.425049,0,27928.1875,675.487915,126.362938,139882.703125,3588.274902,358670.84375,10196.760742,274.499542,11.719135,5.540088,3.238293,-1.199906,4.688923,8.182963,8.485671,15.194394,19.86412,19.821062,19.30249,13.4484,397.066925,2.884874,2.875179,3.591402,2.941663,3.297602,3.483932,2.380804,2.417201,2.901696,2.774462,2.335022,2.573644,21.5486821269717,"DE","STA.DE_DESL010",211,"automatic","background","urban","ref","",3.5,-999,-999,24.5610127768609,25.7273044586182,24.5610127768609,23.2785035829544,21.7509231567383,24.938335373725
"106",106,6.957649,50.947268,4552,4642,48.7690834553441,39.2888984881209,37.6537474747475,36.321239048811,2.90639,33.500603,19.360636,25.327715,35.290485,56.426205,0,0,0,389640,0,1365780,0,0,11150.704102,98426.265625,269518.6875,0,0,0,28611.289062,0,55327.195312,0,0,12468.195312,379.828278,140.128693,70835.945312,1224.150146,109134.929688,5032.961426,215.023849,35797.761719,490.909729,30.849548,275401.59375,4777.455078,683803.8125,12158.921875,76.785004,12.896443,6.599664,4.213902,-0.36264,5.250966,8.641073,8.188679,15.193376,19.041634,19.184465,18.486498,14.10052,826.419678,3.563842,2.911898,3.629798,2.899036,3.553598,3.394872,2.72772,2.445582,2.886518,2.698949,2.362858,2.742902,43.1313163798707,"DE","STA.DE_DENW212",55,"active","traffic","urban","ref","",3.2,5,3,45.1706205897074,47.8301887512207,45.1706205897074,45.0037559452057,43.6990928649902,45.213463120691
"107",107,6.965589,51.406846,4344,4433,35.9111162123387,28.5067932797662,26.9666749379652,25.5880898876405,2.851949,4.691828,8.470928,6.526735,5.416846,155.006302,26775,3825,510,35190,23715,488835,26775,1275,3064.232422,30504.941406,112925.921875,4677.672852,288.574371,0,15181.774414,1123.759521,45245.949219,1988.41626,0,0,0,0,12576.226562,0,25093.724609,0,0,14059.523438,188.338776,54.427422,135946.421875,930.135132,464951.125,2810.67627,95.489502,12.917562,6.508357,4.029249,-0.00524,5.09006,8.476163,8.158817,15.193359,18.928934,18.805613,18.300043,14.085221,786.313477,3.935868,3.188015,3.874693,2.950176,3.68931,3.513592,2.847048,2.676347,3.224634,2.812932,2.534172,2.965095,31.387994747979,"DE","STA.DE_DENW247",155,"active","background","suburban","ref","",3.4,-999,-999,24.7226212852988,24.6804294586182,24.7226212852988,28.254693192482,30.8101902008057,23.5631877337364
"108",108,6.97688,51.525955,4641,4731,26.8675427412344,18.4431792318634,25.5097321428571,22.1195915841584,2.833153,13.061841,13.058185,14.175179,14.960077,31.708935,215475,0,0,2317185,0,4530330,34935,0,5865.203613,60780.4375,178627.875,0,0,0,21642.201172,0,63201.308594,0,0,1642.894897,0,0,8094.075684,0,35214.8125,0,0,24786.626953,255.221817,58.416313,159188.953125,1409.895874,481572.53125,4924.017578,79.161835,13.063659,6.640045,4.167813,0.132392,5.133864,8.530085,8.290975,15.311028,19.101185,18.938736,18.422535,14.213116,851.504761,4.001818,3.250586,3.936337,2.97297,3.742424,3.525959,2.877244,2.695572,3.274143,2.836538,2.555562,2.982309,24.4874280105905,"DE","STA.DE_DENW021",30,"active","industrial","urban","ref","",3.4,-999,-999,25.727497879838,23.1369609832764,25.727497879838,24.8077007455826,24.0433921813965,25.6518343738982
"109",109,6.980991,51.49654,4617,4707,28.8497337192474,17.6516512455516,28.6979129574679,23.2049326805385,2.834032,20.65333,17.448771,18.612684,20.655651,42.73558,721905,1785,0,3012825,41565,3940260,147135,0,11907.678711,89099.109375,225495.65625,2076.298096,0,0,26439.833984,0,38056.925781,0,0,0,0,0,17670.371094,0,50549.839844,0,0,12063.084961,175.050781,0,174233.90625,993.703064,565490.125,3656.057617,25.006277,13.060655,6.636444,4.164171,0.123426,5.131485,8.528313,8.288357,15.309511,19.099087,18.937393,18.420725,14.210563,830.300354,4.002471,3.251217,3.937129,2.973223,3.742503,3.526361,2.877527,2.695371,3.274487,2.836848,2.556009,2.982557,26.1430177296713,"DE","STA.DE_DENW024",40,"automatic","background","urban","ref","",3.5,-999,-999,28.3065411042958,27.2958526611328,28.3065411042958,26.6523561172485,26.5564136505127,28.8896236555932
"110",110,6.985074,50.889871,4724,4814,31.5628094131319,24.2514377224199,26.7629635182408,25.1081572481572,2.912249,9.338763,12.215362,10.300046,8.39921,44.928028,0,0,0,642345,0,2179995,0,0,6285.671387,60585.226562,179608.578125,3994.562256,0,0,27175.445312,0,80837.429688,1383.719971,0,2042.535156,0,0,9644.249023,0,29621.421875,0,0,20066.652344,271.949036,35.803478,162831.1875,2326.526855,394863.375,5622.000977,87.379608,12.873614,6.586635,4.204971,-0.371086,5.23236,8.622808,8.180002,15.17744,19.02108,19.185144,18.478388,14.08118,761.386047,3.53705,2.892734,3.603651,2.886553,3.535895,3.37455,2.711704,2.424914,2.855855,2.678055,2.343632,2.719683,28.4126179575484,"DE","STA.DE_DENW059",50,"automatic","background","suburban","ref","",3.4,-999,-999,26.2354809778858,24.7655067443848,26.2354809778858,26.7520435914993,27.6513690948486,26.6897617592479
"111",111,6.987601,49.233464,4648,4738,28.9518543956045,21.8815306122449,27.1821009615384,25.9253452380952,3.090516,32.293404,9.500386,14.79811,32.245144,193.420151,0,0,0,468435,0,995010,0,0,9208.669922,55193.886719,99985.359375,7324.827148,0,0,34456.34375,726.74353,65523.957031,4335.435547,0,13825.443359,566.182068,75.229485,35787.183594,2765.847168,49806.238281,5243.291992,176.987061,29916.59375,165.454605,0,183742.953125,3383.984863,362229.78125,6569.356934,0,11.720263,5.51844,3.211997,-1.224267,4.669214,8.168203,8.454,15.142745,19.829252,19.806856,19.293341,13.428021,391.6828,2.907303,2.906012,3.62449,2.96463,3.321879,3.511242,2.390252,2.424506,2.913644,2.790554,2.350087,2.591404,26.8955172232813,"DE","STA.DE_DESL012",192,"passive","background","urban","yes","",3.5,-999,-999,42.5074535770139,43.239372253418,42.5074535770139,31.8226821155548,27.3618412017822,41.1102107752995
"112",112,6.990946,51.568051,4425,4514,37.8136334405144,29.1491210374639,37.4916281407035,32.0677431421446,2.838526,13.929056,9.948386,7.874301,12.224813,59.127434,10710,0,0,494700,0,2982480,0,0,7413.35791,50235.4375,135460.28125,2154.775635,298.691589,74.412704,22649.816406,711.449646,53936.203125,1151.414917,223.490646,2010.137207,112.572029,0,15787.716797,502.758698,33626.347656,930.348633,0,28153.080078,335.317261,62.024426,162671.59375,2901.309082,430294.625,8027.464355,104.116531,13.070441,6.646423,4.17492,0.18628,5.115434,8.519049,8.291198,15.301748,19.079208,18.917036,18.409845,14.206059,832.089783,4.013927,3.262022,3.94235,2.967448,3.753376,3.515789,2.883994,2.696967,3.282795,2.83638,2.55734,2.976211,35.5393545496574,"DE","STA.DE_DENW367",53,"automatic","traffic","urban","ref","",2.4,4,1,32.6645925291335,30.8545894622803,32.6645925291335,32.8240720748901,35.3338088989258,33.0094017498982
"113",113,7.003174,49.23074,4674,4764,43.2462031938327,30.856997943797,30.0456081081081,29.3140047675805,3.092824,22.400204,8.9606,14.244688,22.421715,199.117691,40290,0,0,447015,0,918255,0,0,8594.02832,50510.886719,97719.546875,6589.865234,0,0,33484.671875,0,65845.195312,2199.500244,0,6542.15332,191.224457,53.636963,34331.835938,1113.395508,50366.246094,2521.697266,109.230087,32848.429688,375.992554,9.497359,171497.109375,3107.537109,367629.5625,7899.665527,114.464691,11.71111,5.474296,3.149019,-1.327417,4.615093,8.140622,8.423533,15.07649,19.772533,19.772243,19.262533,13.391998,367.177185,2.912916,2.91909,3.628524,2.969929,3.324301,3.5134,2.388436,2.409956,2.903203,2.790138,2.35393,2.592504,36.4164797042484,"DE","STA.DE_DESL020",192,"automatic","traffic","urban","ref","",2.8,3,1,30.8782620271223,32.9937515258789,30.8782620271223,35.23960962677,35.7003288269043,30.2804725136992
"114",114,7.004605,50.962838,4670,4760,74.3860415464512,57.312693125443,51.5940464426877,43.453219927096,2.896254,17.985985,14.14595,14.27605,16.580736,54.527443,29835,0,0,675240,0,1337220,0,0,10910.029297,87326.03125,222685.84375,55.32415,0,0,45667.863281,0,90179.703125,0,0,6988.349609,534.332397,124.362465,44019.078125,2703.794922,86078.4375,3922.21582,205.10405,27664.199219,194.537918,0,179224.46875,3037.63916,553853.1875,10048.985352,26.168108,12.852844,6.575589,4.164949,-0.486125,5.229784,8.642633,8.238583,15.261964,19.078911,19.221157,18.510107,14.113683,723.456787,3.510371,2.851429,3.550354,2.893752,3.535892,3.360951,2.718662,2.459159,2.876598,2.679283,2.354889,2.727504,62.7613266682816,"DE","STA.DE_DENW211",53,"automatic","traffic","urban","ref","",2.4,5,1,43.4715450108312,36.0368385314941,43.4715450108312,54.6994248447418,61.4029312133789,44.8304796243886
"115",115,7.004976,51.028931,4563,4653,28.1092630352461,20.5006695156695,27.1728370221328,24.0376535626536,2.887655,30.56571,14.96874,22.673883,35.293148,49.745964,9180,0,0,1851300,0,3943320,0,0,8788.561523,60655.066406,151150.640625,5270.928711,0,0,47923.476562,0,90708.929688,1414.61853,0,3272.295898,0,0,23503.539062,0,36527.816406,0,0,31365.503906,137.64859,0,142015.171875,2609.938477,385529.96875,8643.233398,0,12.853932,6.537763,4.084588,-0.52895,5.221723,8.643654,8.242668,15.316937,19.094505,19.14275,18.479971,14.132853,700.794739,3.593973,2.892159,3.599739,2.917467,3.57568,3.410592,2.76425,2.546562,2.985416,2.730341,2.419556,2.812173,26.0492762214814,"DE","STA.DE_DENW079",50,"automatic","background","suburban","ref","",3.7,-999,-999,28.9700016311652,29.432559967041,28.9700016311652,27.2439690170288,26.7611045837402,28.6602343218138
"116",116,7.005276,51.477899,4396,4485,48.83136192408,34.3232430506059,36.4700299401197,31.7420740740741,2.837,15.705872,19.390499,23.702076,16.81489,50.910599,102510,0,0,1485630,0,3182655,0,0,10277.024414,96750.023438,250764.71875,0,0,0,2539.852295,0,62324.078125,0,0,4190.907227,370.036621,87.141869,33374.554688,1209.366699,54286.1875,2124.927734,195.883331,23810.175781,187.339081,0,223884.875,3106.793457,658619.8125,7591.175293,25.48344,13.020036,6.586192,4.111165,0.005161,5.094803,8.502763,8.252531,15.285717,19.065327,18.920242,18.395269,14.173882,815.048706,4.012848,3.260812,3.950593,2.974667,3.741925,3.530804,2.880841,2.68882,3.27602,2.839618,2.560535,2.983669,41.4971852043795,"DE","STA.DE_DENW134",50,"passive","traffic","urban","yes","",2.3,3,2,41.2486625873747,45.0589714050293,41.2486625873747,42.856613401413,42.0484886169434,41.1261701645984
"117",117,7.010934,51.031473,4705,4795,56.9680444829579,45.3314174344436,34.8083928571428,30.3973923739237,2.885547,22.458115,14.277157,21.428467,23.748386,52.850044,6885,0,0,1607265,0,3312195,0,0,9094.813477,60484.730469,145810.75,6056.621094,193.467194,0,47462.066406,1134.310913,82566.71875,1991.725342,0,2230.900391,0,0,24000.304688,0,37072.621094,0,0,28368.59375,662.370544,152.281677,159006.265625,3406.334961,400222.90625,8621.765625,273.116547,12.838092,6.522148,4.067119,-0.542903,5.208018,8.629725,8.227855,15.303397,19.076763,19.124969,18.464064,14.117022,689.09668,3.595292,2.892518,3.599898,2.917533,3.575345,3.410582,2.764276,2.547874,2.986265,2.729944,2.420287,2.813482,46.9448982667102,"DE","STA.DE_DENW355",49,"automatic","traffic","urban","ref","",2.4,18,4,31.6849816621374,33.1207962036133,31.6849816621374,41.681973154068,45.914867401123,32.1266137316184
"118",118,7.030534,51.451176,4750,4840,43.0629343404997,31.5442041399,31.8609045477261,29.3841212871287,2.844766,19.234205,18.033062,24.969347,20.907602,116.365959,15045,0,0,494955,0,1116645,0,0,11259.163086,89787.90625,224182.1875,8548.610352,63.578823,0,29364.484375,1161.647339,47964.757812,2376.399902,0,2636.639404,0,0,34742.792969,0,58374.710938,0,0,47546.507812,884.47699,215.184708,291080.0625,6248.775879,723157.4375,14795.823242,434.151978,12.975752,6.542092,4.063248,-0.055812,5.067882,8.478127,8.21132,15.249046,19.01306,18.883982,18.358603,14.132349,791.008301,4.004985,3.252707,3.94472,2.970415,3.732016,3.52917,2.876218,2.681801,3.265719,2.835481,2.557162,2.979897,36.898996441785,"DE","STA.DE_DENW043",113,"active","traffic","urban","ref","",3.2,25,2,36.9336874303471,38.8348274230957,36.9336874303471,36.6321015892029,37.2891693115234,37.4522354374917
"119",119,7.036322,49.237227,4509,4599,16.6310616061606,12.370619047619,16.082789017341,15.7988333333333,3.086725,8.309402,7.301622,8.686813,7.742036,317.939789,0,0,0,345015,0,596445,0,0,4414.874023,36267.207031,83938.359375,0,0,0,10455.647461,0,59152.914062,0,0,0,0,0,12451.004883,0,39458.453125,0,0,19721.242188,535.125732,102.493805,147349.125,3375.992188,356808.21875,6894.974121,244.56041,11.701167,5.454364,3.117545,-1.381327,4.585899,8.131604,8.423697,15.067681,19.756451,19.752573,19.245449,13.376953,359.131592,2.900337,2.905658,3.607771,2.957639,3.308753,3.495151,2.380955,2.396049,2.88865,2.778586,2.346612,2.580695,15.6097478097835,"DE","STA.DE_DESL011",315,"automatic","background","urban","ref","",3.3,-999,-999,22.1972202387819,21.0035762786865,22.1972202387819,18.029514043808,16.1983413696289,22.363703190403
"120",120,7.052573,51.183782,4564,4654,24.3090969802555,17.0048458781362,20.9815266036797,17.9068557336621,2.855154,10.68327,6.346213,8.331114,10.149233,208.811554,176460,10965,1275,978435,23205,2065500,58395,3315,7822.632324,59276.742188,136701.671875,0,0,0,14050.118164,0,38886.03125,0,0,0,0,0,13769.540039,0,39518.996094,0,0,30526.072266,168.544205,0,215376.921875,2517.667969,484246.21875,7420.044922,1.80875,12.570226,6.232224,3.761776,-0.6917,4.963923,8.358801,7.909535,15.010874,18.712687,18.743435,18.136635,13.815739,637.140442,3.676418,2.952504,3.65869,2.914421,3.583401,3.438367,2.775845,2.581332,3.032459,2.742042,2.451235,2.86079,21.5157951333725,"DE","STA.DE_DENW080",208,"automatic","background","suburban","ref","",3.5,-999,-999,25.7851319686151,20.6175289154053,25.7851319686151,22.2148069295883,21.0925922393799,25.4743642352969
"121",121,7.061679,49.299373,4441,4530,31.0226655348047,28.2937815126051,23.0846355685131,29.9475,3.075631,6.9522,3.468075,3.868181,5.571909,239.685806,0,0,0,333285,0,1128885,0,0,3829.208496,24882.701172,61370.460938,2660.072998,0,0,19676.001953,0,39647.707031,0,0,0,0,0,0,0,15.283255,0,0,22886.976562,436.496643,53.019978,159457.21875,3574.633301,380149,8810.162109,149.696548,11.645511,5.401943,3.027769,-1.516785,4.483776,8.129704,8.473428,15.136063,19.718649,19.655886,19.166595,13.326493,355.665009,2.797369,2.778119,3.448255,2.856419,3.193411,3.358217,2.328844,2.330196,2.808457,2.693115,2.284512,2.496856,28.510474249573,"DE","STA.DE_DESL018",236,"automatic","background","urban","ref","",3.5,-999,-999,20.4740709398894,17.1636810302734,20.4740709398894,25.8277263102531,26.8093681335449,20.7670318411546
"122",122,7.082648,50.753629,4635,4725,26.5996663765593,20.0544909747292,27.8913836163836,24.3875464684015,2.946459,14.501785,8.813147,11.80799,13.379549,59.493641,110925,0,0,528105,0,1272705,0,0,9931.679688,66560.421875,151241.546875,6902.414062,0,0,29048.484375,761.522583,60622.394531,2540.302979,0,0,0,0,9071.176758,0,25176.144531,0,0,26407.164062,343.372864,0,205859.078125,2129.322998,479604.9375,7745.019531,104.315033,12.831553,6.582487,4.213047,-0.384098,5.199772,8.57519,8.175472,15.097408,18.930332,19.237999,18.495573,14.022929,676.402344,3.394276,2.812887,3.477501,2.830291,3.438435,3.26952,2.645676,2.348137,2.69755,2.580601,2.252768,2.602072,25.4498399372967,"DE","STA.DE_DENW062",60,"automatic","background","suburban","ref","",3.5,-999,-999,28.1156730077215,26.6451320648193,28.1156730077215,25.2314749851227,25.1881828308105,27.9541372041251
"123",123,7.08406,51.17615,4501,4591,51.9195186697783,39.9143597122302,29.2275727181544,26.3984236453202,2.851312,20.07852,5.227441,7.864936,17.659733,226.64035,34935,0,0,725985,0,1396635,6375,0,10049.450195,58591.816406,108440.78125,0,0,0,12201.007812,0,27783.960938,0,0,6542.442871,364.402954,130.044937,19008.837891,1276.962524,32891.925781,2096.202637,195.498032,34769.203125,205.200989,0,206513.53125,2949.128418,414400.625,8052.150391,0,12.506956,6.181147,3.707876,-0.767503,4.916904,8.31475,7.860762,14.96432,18.6581,18.70216,18.090036,13.758282,611.548889,3.662769,2.940084,3.646751,2.917235,3.581386,3.43174,2.774167,2.578162,3.023614,2.738312,2.447923,2.854953,41.7993969727674,"DE","STA.DE_DENW206",222,"automatic","traffic","urban","ref","",2.4,5,1,35.3379848748864,43.6042060852051,35.3379848748864,40.0844474067688,42.2629890441895,35.694690528358
"124",124,7.084555,51.527901,4796,4886,52.9005778164925,41.1909822064057,40.48215628091,35.8123955773956,2.827107,21.513456,11.713285,15.20564,20.671736,36.858253,370260,0,0,1911735,16065,2796330,93330,0,8758.442383,68249.640625,171957.3125,4915.494141,0,0,16054.327148,0,41285.824219,44.703144,0,5436.250977,387.352417,103.375046,32516.369141,1178.643311,46490.046875,2028.851074,178.074448,12396.125,392.834167,8.371723,179063.21875,1935.908936,495199.40625,2731.405518,100.959755,12.991455,6.547694,4.066285,-0.071965,5.059896,8.481588,8.226481,15.262365,19.030682,18.910212,18.375397,14.143738,794.292908,4.023254,3.269705,3.965625,2.971661,3.738181,3.531924,2.882125,2.676441,3.270765,2.838668,2.560663,2.979928,46.0859656928519,"DE","STA.DE_DENW208",36,"automatic","traffic","urban","ref","",2.4,4,2,36.7786294208806,36.48291015625,36.7786294208806,42.397263466835,45.5001258850098,37.092670273319
"125",125,7.101868,51.53364,4417,4506,27.7085963407661,19.253189533239,26.601645320197,23.6399025578563,2.826715,11.049295,12.33322,13.755892,11.171125,31.56138,14025,0,0,1373175,0,3255585,0,0,7541.731934,66947.65625,164482.125,5066.461914,0,0,16865.921875,410.322723,44965.515625,2933.515625,0,2433.533203,0,0,34570.851562,0,50219.214844,0,0,18967.726562,175.210754,25.00363,175591.421875,1909.318604,469671.25,4522.665527,75.010887,12.985276,6.539371,4.056581,-0.088641,5.052349,8.47701,8.220849,15.257316,19.02319,18.908043,18.371099,14.13722,789.372803,4.025504,3.271628,3.968875,2.971011,3.737371,3.532166,2.882403,2.673765,3.269629,2.838462,2.56069,2.979119,25.4469882503483,"DE","STA.DE_DENW022",30,"automatic","background","suburban","ref","",3.5,-999,-999,26.443601140183,24.0920906066895,26.443601140183,25.2082119045258,25.2992763519287,26.3345683564723
"126",126,7.147378,51.260684,4758,4848,59.6807590948151,46.4533356890459,37.7044992672204,35.6049090909091,2.837762,16.41544,6.113096,8.035125,15.111664,155.800766,2805,0,0,285600,0,977160,0,0,12220.105469,71745.734375,146494.421875,1899.57373,0,0,25625.248047,0,76299.34375,0,0,4356.904297,0,0,19736.101562,0,35574.75,0,0,46790.148438,798.956787,50.2803,246735.390625,5428.68457,485652.90625,14185.632812,199.198639,12.162355,5.802403,3.304819,-1.069736,4.570246,7.940511,7.427282,14.552034,18.169165,18.220997,17.661526,13.352363,570.39917,3.8097,3.061464,3.773088,2.943367,3.627004,3.493592,2.809762,2.625342,3.105063,2.7842,2.505358,2.927601,49.6358689629645,"DE","STA.DE_DENW189",158,"active","traffic","urban","ref","",3.4,7,5,32.7918972122508,34.340030670166,32.7918972122508,44.6380186452866,48.8425102233887,33.4833900349475
"127",127,7.1864,51.560875,4502,4592,25.2516363102233,16.9987201735358,25.8500706357216,21.9006071871128,2.828885,8.170975,10.876129,11.706636,9.601857,49.204418,244290,0,0,2040000,3315,3741105,14790,0,7206.106934,61194.976562,160138.1875,3502.678467,0,0,49831.808594,0,86789.421875,0,0,0,0,0,5533.765625,0,14618.448242,0,0,16559.587891,371.995728,8.982059,163163.65625,2916.225586,495271.03125,5625.953125,117.785675,12.98228,6.523164,4.040403,-0.111396,5.014476,8.457237,8.209671,15.235966,18.982924,18.898542,18.354301,14.117646,751.432983,4.039762,3.285507,3.98547,2.958173,3.737153,3.521269,2.886343,2.65904,3.264229,2.833464,2.557615,2.966208,23.502991016629,"DE","STA.DE_DENW374",45,"automatic","industrial","urban","ref","",3.5,-999,-999,28.0603182870014,27.8296813964844,28.0603182870014,25.0951616630554,24.0974540710449,27.9620461559819
"128",128,7.193411,49.740897,4463,4553,5.3802674839788,4.14763945578225,5.71810004810002,4.96866666666663,2.997681,0,0.228971,0.11852,0,652.069458,0,0,0,0,0,96135,0,0,0,856.80957,4393.37207,0,0,0,0,0,0,0,0,0,0,0,4400.429688,0,17206.384766,0,0,0,0,0,15422.730469,0,75609.914062,0,0,10.479617,4.277179,1.819567,-2.953672,3.035901,6.578262,6.733261,13.397759,17.508904,17.990137,17.244417,11.801712,293.703583,2.965067,2.731736,3.382469,2.676359,3.015311,3.118516,2.308869,2.160661,2.631059,2.589665,2.161539,2.418835,5.18671743984526,"DE","STA.DE_DERP014",650,"automatic","background","rural","ref","",3.5,-999,-999,10.2903837192615,6.17646789550781,10.2903837192615,5.69775078964233,5.6675329208374,10.0007557756716
